"name_2","gid","N_COUNT","N_MED_ADJ_SALES_PRICE","N_MED_ADJ_SALES_RATIO","N_PERCENT_ASIAN","N_PERCENT_BLACK","N_PERCENT_HISPANIC","N_PERCENT_WHITE","N_DISPLAY_MED_SALES_RATIO"
"BENTWOOD",NA,10,71547.7996965099,0.397605339419582,0,30.72143597,55.36762168,10.52813255,0.494744124922696
"BIG TWIG LN",NA,7,336537.530266344,0.538438209059233,2.685421995,72.97527707,12.87297528,8.780903666,0.562743333333333
"BIRCHWOOD HEIGHTS",NA,32,218811.52581369,0.480190442937392,2.685421995,72.97527707,12.87297528,8.780903666,0.499889128935877
"BLACK HORSE RUN",NA,31,525000,0.610217333333333,0,16.59836066,0,83.40163934,0.655911304347826
"BLENHEIM WOODS",NA,14,818133.535660091,0.618469401870487,0.61462815,2.274124155,0,87.95328826,0.659063974358974
"BLUECREST",NA,5,214713.216957606,0.538024634146341,32.19178082,15.75342466,20.4109589,20.89041096,0.5501
"BRADBUBY GLEN",256,12,452091.641155079,0.572902813361381,10.24868124,31.98944989,1.620195931,50.03767898,0.63032178392181
"BRADBUBY TRACE",257,49,415000,0.54419917728431,10.24868124,31.98944989,1.620195931,50.03767898,0.589301298701299
"BRANDON RIDGE",259,44,193753.117206983,0.596395,2.011680727,66.32057106,3.958468527,26.47631408,0.662648756756757
"BRIAR CREEK",NA,10,373529.000576852,0.596026321646342,3.432137285,9.984399376,0,86.58346334,0.633171116207951
"BRIER VILLAGE",NA,40,424135.967587086,0.582776185897102,0,44.66279589,6.208128629,39.88387673,0.614732227488152
"BRIGHT LEAF AT PARK P1",261,28,599367.501343494,0.605612343584305,10.56910569,26.59698026,2.113821138,57.97909408,0.625310893473027
"BRIGHT LEAF AT PARK P1",NA,10,673152.503793627,0.557776564139248,10.56910569,26.59698026,2.113821138,57.97909408,0.625310893473027
"BRIGHT LEAF AT PARK P1B&2",NA,50,564916.540212443,0.593942890961263,10.56910569,26.59698026,2.113821138,57.97909408,0.617049444444444
"BRIGHT LEAF AT PARK P2",261,39,569271.623672231,0.536808403361344,10.56910569,26.59698026,2.113821138,57.97909408,0.586542608695652
"BRIGHT LEAF AT PARK P3",261,14,632109.256449165,0.621941419724945,10.56910569,26.59698026,2.113821138,57.97909408,0.691163440380613
"BRIGHT LEAF AT PARK TOWNS",261,33,374214.463840399,0.571434437568256,10.56910569,26.59698026,2.113821138,57.97909408,0.600433766233766
"BRIGHT LEAF AT PARK TOWNS",NA,26,401289.833080425,0.51992391516182,10.56910569,26.59698026,2.113821138,57.97909408,0.600433766233766
"BRIGHT LEAF AT THE PARK",261,26,628577.389984826,0.578952208191997,10.56910569,26.59698026,2.113821138,57.97909408,0.623398075053471
"BRIGHTLEAF AT THE PARK",261,24,460099.750623441,0.5555927993102,10.56910569,26.59698026,2.113821138,57.97909408,0.595111996792745
"BRIGHTON RD.",342,12,532253.414264036,0.593407662617777,0,27.13833157,1.16156283,70.64413939,0.706361759540696
"BRIGHTON STATION",NA,42,452687.032418953,0.882688290607274,0,21.01865136,0,72.30989957,0.974970733863837
"BRIGHTWOOD TRIALS",262,37,465371.775417299,0.603567226890756,10.56910569,26.59698026,2.113821138,57.97909408,0.610326978639338
"BRIGHTWOOD TRIALS",373,18,482256.658595642,0.55948432183191,5.680015458,40.1818174666667,4.37946224866667,47.8863806733333,0.610326978639338
"BRIGHTWOOD TRIALS",397,11,582793.017456359,0.556945609756098,3.235470342,46.97423607,5.512282804,42.84002397,0.610326978639338
"BRIGHTWOOD TRIALS",NA,42,516305.613832684,0.553181300787559,6.37845691971428,38.2411264371429,4.05579923285714,49.3281968742857,0.610326978639338
"BROAD ACRES",447,11,323520.485584219,0.442826704545455,1.991150442,0.663716814,10.7300885,85.50884956,0.527644351464435
"BROAD ACRES",NA,13,247617.602427921,0.516695789231477,1.254064097,42.63817928,29.07570831,15.09521598,0.527644351464435
"BULL CITY CONDONS",380,23,425336.658354115,0.960945203592203,12.82431431,6.152705708,10.15567087,61.00815419,0.982512552301255
"CABESMILL",316,9,370000,0.545414670333647,8.769230769,16,3.846153846,69.84615385,0.570889189189189
"CAITHERS POINTE/LINDENOAK",338,26,1181047.04097117,0.582669363586215,2.43252534419231,0.460223537038461,3.02106656973077,88.1094206261538,0.61388024600939
"CAMBREY CROSSING BY ASHTON WOODS",NA,55,411985.472154964,0.606497003316604,0,38.58490566,24.62264151,32.83018868,0.602164414414414
"CAMDEN & AVONDALE",303,28,368335.411471322,0.655989665980276,6.472196901,21.14858706,19.4165907,39.28896992,0.769896695652174
"CAMERON WOODS",266,13,6e+05,0.58757384736428,14.40329218,1.783264746,3.223593964,76.54320988,0.600761290322581
"CANDLEWICK",345,11,357116.84370258,0.533572972972973,6.607142857,48.48214286,13.125,25.625,0.564803176064442
"CANDLEWICK",NA,75,327182.044887781,0.528969532520325,7.67043354477333,46.4082944712,15.1795170456,26.64039447592,0.564803176064442
"CANTERBURY",281,6,782680.798004988,0.622453855243923,14.40329218,1.783264746,3.223593964,76.54320988,0.645478092783505
"CANTERBURY",NA,13,378304.239401496,0.625205298013245,8.84329061569231,13.9001224715385,2.89162525938462,72.2707726492308,0.645478092783505
"CARDINAL LK TOWNHOMES",267,6,271023.002421307,0.591670127494457,0.116295973333333,69.51424561,3.94016932333333,12.92480513,0.607431226765799
"CARILLAN FOREST",268,27,690000,0.56905581598255,10.9975326,12.19598167,0,70.46175538,0.626925
"CARLTON CROSSING",338,80,1083724.58459315,0.564223334240098,0.9767720828375,8.2317187304375,2.6604084012875,85.97813037275,0.61345641025641
"CARLTON CROSSING",423,10,1115278.4503632,0.525516235270399,0,27.13833157,1.16156283,70.64413939,0.61345641025641
"CARPENTER WOODS",NA,18,405644.916540212,0.501691610834277,0,62.63676149,23.14004376,14.22319475,0.582159679498987
"CARRIAGE HILL",416,5,690591.805766313,0.556337644817073,5.809698079,22.64409881,0,70.3568161,0.69225625
"CATHY RD",NA,7,287893.462469734,0.531525055432372,0,41.45818442,41.02930665,8.43459614,0.544648117839607
"CEDARS COTTAGES",NA,12,1096547.79969651,0.716177073441734,0.61462815,2.274124155,0,87.95328826,0.763093333333333
"CEDARS VERANDA-A",NA,23,584825.493171472,0.731027648298705,0.61462815,2.274124155,0,87.95328826,0.755499241274659
"CEDARS VERANDA-B",NA,5,450000,0.665101991692406,0.61462815,2.274124155,0,87.95328826,0.661635555555556
"CEDARS VILLA A",NA,39,497000,0.748112537088257,0.61462815,2.274124155,0,87.95328826,0.800840425531915
"CEDARS VILLA D",NA,41,470324.189526185,0.754901308630394,0.61462815,2.274124155,0,87.95328826,0.801389743589744
"CEDARWOOD VILLAS",275,9,230000,0.346426853904903,0,56.99588477,4.218106996,38.78600823,0.35420202020202
"CHADS FORD",NA,7,497723.823975721,0.54669,0,79.76625274,6.939371804,13.29437546,0.576528155339806
"CHADSFORD",NA,7,311077.389984826,0.606486722560976,0,79.76625274,6.939371804,13.29437546,0.713572440586396
"CHAMBERLYNNE",NA,25,671089.588377724,0.550910236220472,1.405975395,7.029876977,6.590509666,79.61335677,0.579957100591716
"CHAMPIONS POINTE",432,12,539284.667134517,0.536199879275654,5.836065574,5.31147541,13.7704918,65.37704918,0.562781752473717
"CHANCELLOR'S RIDGE TOWNHO",271,69,560000,0.561185642444053,20.94517958,7.069943289,1.890359168,65.86011342,0.5842
"CHANCELLORS RIDGE TWNHMS",NA,17,340473.815461347,0.530818990642737,20.94517958,7.069943289,1.890359168,65.86011342,0.570760869565217
"CHAPEL HILL RD",238,5,293441.396508728,0.78698606271777,0,26.24179944,28.39737582,28.49109653,0.718632352941176
"CHAPEL HILL RD",352,12,536783.042394015,0.599073749796068,7.051282051,11.05769231,0.608974359,68.46153846,0.718632352941176
"CHAPEL HILL RD",359,16,486125.83450602,0.68465598187947,7.051282051,11.05769231,0.608974359,68.46153846,0.718632352941176
"CHAPEL HILL RD",437,79,436803.87409201,0.653227348748812,7.051282051,11.05769231,0.608974359,68.46153846,0.718632352941176
"CHAPEL RUN",307,6,567363.268611476,0.666570291165352,7.371167645,11.2198304,6.196999348,74.36399217,0.73772358490566
"CHAPEL RUN",NA,10,612822.458270106,0.626614946252231,7.371167645,11.2198304,6.196999348,74.36399217,0.73772358490566
"CHAPEL RUN TOWNHOMES",NA,13,416645.885286783,0.601468094512195,7.371167645,11.2198304,6.196999348,74.36399217,0.630142105263158
"CHARLES SQUARE TOWNHOMES",402,16,216377.086494689,0.300203319139644,1.809210526,12.17105263,3.536184211,67.26973684,0.35213506006006
"CHATFIELD COURT",NA,10,211519.627082415,0.479737220701963,13.48614072,55.97014925,19.29637527,8.475479744,0.491842790697674
"CHEEK AND CATALPA",467,16,379721.549636804,0.54229581458475,0,36.1671452775,41.190211418125,18.63016870375,0.546333676474174
"CHEEK AND ROBINHOOD",NA,44,231327.930174564,0.481937284044715,0.876456876545455,29.2606422663636,45.8694186036364,11.5893814924545,0.527009827124923
"CHOWNINGS PLACE TOWNHOMES",NA,7,372276.02905569,0.594512819512195,6.588579795,46.41288433,0,46.99853587,0.653112676056338
"CLAYTON CROSSING",NA,36,297324.455205811,0.576419787992495,0,37.7058182908333,43.7804104120556,14.3640779088889,0.595006326530612
"CLEVELAND HOLLOWAY",234,14,321152.119700748,0.69253442922498,0,48.2428115,14.05750799,37.69968051,0.671001602081337
"CLEVELAND HOLLOWAY",274,66,554347.496206373,0.590813720641804,0.955829996469697,50.8163416474545,21.5029168164242,20.7361910417424,0.671001602081337
"CLEVELAND HOLLOWAY",329,20,260932.166647683,0.640576099441354,0,48.2428115,14.05750799,37.69968051,0.671001602081337
"CLEVELAND HOLLOWAY",NA,50,335048.426150121,0.690239304375628,1.23512390334,42.7685373782,30.5218249514,17.402446419,0.671001602081337
"CLUB & DEARBORN",468,63,235000,0.613481680216802,0.0454609897936508,50.232977812381,26.1386543907937,15.8983140734444,0.615778911564626
"CLUB AND WASHINGTON",372,10,396902.124430956,0.681688134270957,0.956521739,38.52173913,19.91304348,33.13043478,0.685678740310077
"CLUSTER TOWNHOMES",404,15,330364.188163885,0.549998185365854,21.79824561,39.69298246,0,37.93859649,0.581456140350877
"COACHMANS WAY",NA,28,300916.175040396,0.494304316886272,14.19753086,20.37037037,0.396825397,53.92416226,0.503720238095238
"COLEMILL N OF 85",276,7,552119.70074813,0.569733391678623,0.465838509428571,8.42411753642857,6.31281389857143,80.6194752385714,0.630926864590876
"COLEMILL N OF 85",NA,42,685262.10653753,0.634867105564024,0,6.9753734177619,3.63721652390476,84.9429253366667,0.630926864590876
"COLONY HILL",280,43,3e+05,0.543866309046002,14.40329218,1.783264746,3.223593964,76.54320988,0.602905660377358
"COLONY HILL CONDOS",428,8,491014.44331061,0.58723181537348,14.40329218,1.783264746,3.223593964,76.54320988,0.600887036510194
"COLONY PARK",281,16,572013.657056146,0.619251717320562,14.40329218,1.783264746,3.223593964,76.54320988,0.669255172413793
"COLONY WOODS",282,18,554248.103186646,0.440104820752375,0,20.25316456,4.068716094,70.70524412,0.516979122621565
"COLVARD FARMS",283,6,1935835.35108959,0.629780906457554,20.94517958,7.069943289,1.890359168,65.86011342,0.71826125
"COPLEY FARMS",NA,42,413022.769951634,0.545132550809333,0.531638735238095,69.3596866457143,9.16264509952381,11.0443683442857,0.559355953174074
"COPLEY FARMS TWNHMS",NA,45,346000,0.738875856026522,0.69777584,69.29786306,11.25163541,10.29219363,0.899871794871795
"COPPER CREEK",284,32,423689.732421602,0.527761951367365,1.861832435,31.50416463,5.634492896,55.41401274,0.576265855614973
"CORNERS @ BRIER CRK TNHMS",NA,9,502019.950124688,0.824379588694054,2.031694433,4.794798862,14.38439659,78.78911012,0.842881873727088
"COUNTRY CLUB",285,22,539028.850483806,0.579234492655195,0,24.72783826,17.41835148,55.98755832,0.61536
"COUNTRY CLUB",458,49,465000,0.566523163828808,0.531498074938775,16.6088856538776,9.04753700238776,66.320908577551,0.61536
"COUNTRY KNOLL",NA,7,330000,0.56846460777851,0,23.58870968,0,76.41129032,0.679649230769231
"COUNTY LINE N. DUR/CH&11B",NA,64,524584.309332889,0.592704677251998,11.242399628625,10.881703188625,0.49052028215625,71.9512176184375,0.630376315789474
"COURTNEY CREEK TOWNHOMES",NA,34,474413.965087282,0.891737693494031,2.423018677,49.01564866,30.18677436,17.74356386,0.904478784129573
"COURTYARDS AT SOUTHPOINT",NA,59,751562.974203338,0.780123918926184,9.922113105,19.77649848,1.896376566,62.71588215,0.965953138075314
"CREEKSIDE",NA,18,307240.675550832,0.540774104457399,9.67931006,31.5896142333333,2.25510925816667,50.6056397433333,0.580677304964539
"CREEKSIDE AT BETHPAGE",NA,33,440485.584218513,0.704609132587567,10.24868124,31.98944989,1.620195931,50.03767898,0.768226666666667
"CREEKSIDE COMMONS",NA,31,449875.311720698,0.578927054812484,7.371167645,11.2198304,6.196999348,74.36399217,0.591920430107527
"CRESSET OVERLOOK",NA,35,8e+05,0.630433600635376,14.19753086,20.37037037,0.396825397,53.92416226,0.672477697185174
"CREST ST",287,10,295416.966059428,0.475557353318734,0,63.12456017,23.78606615,8.092892329,0.54772243313201
"CROASDAILE",288,32,808801.213960546,0.685170511885578,1.630434783,12.36413043,13.31521739,69.70108696,0.661389795918367
"CROASDAILE",289,24,1295000,0.594649867272437,8.769230769,16,3.846153846,69.84615385,0.661389795918367
"CROASDAILE",NA,33,821244.309559939,0.553654202961672,8.769230769,16,3.846153846,69.84615385,0.661389795918367
"CROASDAILE FARM SEC. 1",289,14,935054.947881264,0.60676171287976,3.13186813178571,22.1381578921429,2.71291208764286,71.4676113357143,0.67449936134154
"CROSS TIMBERS",292,22,359352.566989204,0.516622748805011,5.501330967,8.42945874,7.808340728,77.01863354,0.589348629385965
"CROWN POINTE",293,9,251000,0.529382470119522,0.043821209,54.99561788,14.59246275,24.40841367,0.60900487804878
"CRYSTAL LAKE TWNHMS",NA,23,746585.735963581,0.741018819930774,8.769230769,16,3.846153846,69.84615385,0.818460960960961
"CRYSTAL MEADOWS",405,29,342185.128983308,0.595069620253165,1.01625384362069,32.6257673468966,27.0221687544828,38.5007079296552,0.667777142857143
"CRYSTAL PINES 2",381,47,205992.736077482,0.429649630662021,1.007751938,59.45736434,16.97674419,21.62790698,0.455167567567568
"CRYSTAL PINES TOWNHOMES",381,8,179676.283494602,0.493459447255154,0.62984496125,41.3751384275,14.717607975,31.2317275775,0.496992569659443
"DAIRY POND",289,8,703630.78381528,0.705965635649382,8.769230769,16,3.846153846,69.84615385,0.815860740127037
"DANIELS FARM",240,10,618162.745667182,0.555059745451026,10.9975326,12.19598167,0,70.46175538,0.618894884917175
"DAVIS PARK TOWNHOMES",NA,28,402534.142640364,0.732789195189454,34.10672854,30.9579052,1.491547895,31.15677826,0.911816600994465
"DAVIS PARK/FINSBRY",NA,46,270947.630922693,0.621964082025622,34.10672854,30.9579052,1.491547895,31.15677826,0.726937585929828
"DENFIELD AND MONK",NA,25,236418.816388467,0.715336463414634,0.17197452228,85.090132928,1.3503184712,13.38757407844,0.806156756756757
"DOGWOOD POINTE",397,45,392130.750605327,0.73427118902439,3.235470342,46.97423607,5.512282804,42.84002397,0.737143243243243
"DOWNING CREEK",297,19,311077.389984826,0.570633351436753,16.01343785,4.479283315,1.511758119,74.41209406,0.664825925925926
"DOWNING CREEK/BRDF PI",297,29,271016.949152542,0.571115100242625,16.01343785,4.479283315,1.511758119,74.41209406,0.644114624505929
"DRHM CENT PRK",NA,11,625000,0.7126128,3.223443223,9.377289377,6.373626374,74.72527473,0.77626968973747
"DUKE PARK",303,52,529564.16464891,0.5550275198282,4.20332624136539,11.9412411055385,18.0580042459808,59.4557022221154,0.569889759515847
"DUKE TOWER",445,39,250000,0.48528518902439,2.480916031,7.951653944,8.905852417,69.91094148,0.527375545851528
"DUKE UNIV HOMESITES SEC 9",300,17,815022.761760243,0.657183490182031,13.835748124,2.13607151547059,3.03397078964706,76.5838110276471,0.691305825242718
"DUKE UNIV HOMESITES SEC6",300,43,817955.112219451,0.611449305449029,4.655493482,0,0,95.15828678,0.639880821917808
"DUNBARTON 2",NA,15,230049.875311721,0.500747391598916,0,36.14190687,0.609756098,63.24833703,0.531023255813953
"DUNBARTON CIRCLE",NA,34,381465.437317177,0.61266804218853,0,36.14190687,0.609756098,63.24833703,0.629488374676046
"DURHAM COTTON MANUF",NA,40,234408.87792625,0.413615368224615,0,71.8289180325,16.0088717,12.162210265625,0.458191244172494
"E. DURHAM C&I",376,11,215000,0.397278354854137,1.959459459,50.67567568,28.17567568,16.28378378,0.494337254901961
"EADEN LAKES",NA,9,372276.02905569,0.563901140225025,0,7.092198582,22.16312057,70.65602837,0.636951612903226
"EAGEL POINT",264,9,558000,0.549418902439024,12.67710664,8.128262491,1.565995526,71.58836689,0.582647160282066
"EAGEL POINT",305,21,530075.872534143,0.547512019792722,12.67710664,8.128262491,1.565995526,71.58836689,0.582647160282066
"EBONT/FAYETTEVILLE RD.",NA,20,351210.653753027,0.612779523809524,15.64560455475,38.18623832255,8.647102277,33.658046343,0.639593333333333
"ELEVEN TOWNHOMES",274,5,750318.664643399,0.744161164263576,3.223443223,9.377289377,6.373626374,74.72527473,0.91232131147541
"ELLERBEE CREEK PRESRV",NA,16,372500,0.535293904528191,0.043821209,54.99561788,14.59246275,24.40841367,0.615740573175788
"ELLIOTT SQUARE TOWNES",274,35,669600.484261501,0.686402642276423,0,59.44444444,31.875,8.263888889,0.724109697933227
"ELLIS CROSSING",NA,49,552119.70074813,0.670087365370683,12.37263464,35.95342067,6.877729258,41.81222707,0.715420408163265
"ELLIS CROSSING TWNHMS PH2",NA,21,461622.276029056,0.657686652759949,12.37263464,35.95342067,6.877729258,41.81222707,0.688559228650138
"ELLIS RD PH 3C",NA,83,480484.261501211,0.872948595975321,12.37263464,35.95342067,6.877729258,41.81222707,0.86660756501182
"ELLIS RD TWNHMS 3C",NA,32,362845.036319613,0.919288608132911,12.37263464,35.95342067,6.877729258,41.81222707,0.912610966911606
"ELLIS ROAD TWNHMS PH 1&2",NA,149,480548.628428928,0.68268012973534,0,21.01865136,0,72.30989957,0.706724731182796
"ELLIS ROAD TWNHMS PH 3B",NA,109,416134.663341646,0.8185198162974,12.37263464,35.95342067,6.877729258,41.81222707,0.83689058524173
"ELM GROVE",309,88,323079.855382908,0.574265993293831,14.86199575,3.609341826,2.229299363,71.23142251,0.602029270610596
"EMORYWOOD ESTATES",310,11,481476.997578693,0.476052004878049,2.423018677,49.01564866,30.18677436,17.74356386,0.472594
"ENCLAVE AT LEESVILLE",NA,45,510199.501246883,0.836890260162602,11.81364393,21.21464226,4.076539101,61.64725458,0.881420841683367
"ENO FOREST",NA,10,662182.04488778,0.591824387392525,2.978160159,3.904698875,3.37524818,83.38848445,0.589621595580678
"ERO TRACE",254,12,291595.59939302,0.543716011323758,0,61.07544141,3.451043339,28.81219904,0.541937161022447
"ERO TRACE",312,50,367148.910411622,0.506466345138657,0,61.07544141,3.451043339,28.81219904,0.541937161022447
"ERWINWOOD",291,27,417465.857359636,0.524197020948312,6.272273699,40.62722737,12.40199572,27.44119743,0.585837837837838
"EVERWOOD",313,8,601623.672230653,0.627663432607721,5.809698079,22.64409881,0,70.3568161,0.701827088840363
"FAIRFIELD/KINGSLEY ESTATE",314,65,581714.719271624,0.596993939393939,5.21148549844616,39.6340120476923,1.83217122683077,46.7230265307692,0.628120388349515
"FAIRWAY TOWNS",288,5,645278.450363196,0.663979591932458,1.630434783,12.36413043,13.31521739,69.70108696,0.68192
"FALLS VILLAGE GOLF COURSE COMMUNITY",NA,27,489500,0.43950652173913,0,0,7.530647986,92.46935201,0.43950652173913
