VCS,VCS_PERCENT_ASIAN,VCS_PERCENT_BLACK,VCS_PERCENT_HISPANIC,VCS_PERCENT_WHITE
R727F,0.72815534,17.31391586,3.4789644010000003,71.60194175
T728B,4.80349345,35.80786026,0.0,57.31441048
R727H,0.3751103266666667,14.482088771515151,7.354992565363636,68.11337831242425
M727A,0.0,11.47327249,11.47327249,64.40677966
C738J,1.1008704559777778,66.26858510844444,0.5099232217777777,25.687237660222223
R728D,16.81547619,24.35515873,28.670634919999998,30.158730160000005
R728B,11.03834973774074,28.453007253148147,18.60588613203704,39.75245478111111
M728A,6.272273698999999,40.62722737,12.40199572,27.44119743
M728B,6.272273698999999,40.62722737,12.40199572,27.44119743
R718E,6.272273699,40.62722737,12.40199572,27.44119743
C738A,2.539532166033333,20.047955596,28.880843666500002,39.500178318
R718F,6.251171109220096,40.58357635210527,12.36961532371292,27.575038651578947
C718G,6.272273699,40.62722737,12.40199572,27.44119743
R727K,10.828835502,30.979911809183676,7.281047339632654,47.95346709877551
T718D,6.15907498531068,26.311700373883493,2.1089443968737864,63.23674730650485
R729A,6.159946277275563,26.42188717051993,2.1881701461750436,62.96122849564991
T804A,6.752094628,31.49334648,11.13849187,46.8703795
C738I,10.607101860133332,22.352150912666666,10.278798564,50.007111688
A738C,18.137363024,25.249878318333334,4.778439153333333,46.725045228333336
T728C,16.81547619,24.35515873,28.67063492,30.15873016
T728S,3.147208122,26.1928934,0.0,58.07106599000001
T718F,6.272273699,40.62722737,12.40199572,27.44119743
T738A,1.861832435,31.50416463,5.634492896,55.41401274
R738A,1.8549874628125,31.68159877746323,5.639290244926471,55.259161132352936
A738A,1.4625549373333333,40.725806936666665,16.13158674,36.52698282666666
R729P,0.0,79.76625274,6.939371804,13.29437546
R729I,12.073185505101266,42.78757280276203,9.233576058369621,31.603370941139243
R738B,1.866901136847328,31.3469343919084,5.86492345038168,55.303009286106864
R729M,2.5764473356605375,54.14026130577086,12.54174505247242,29.164723362333806
D728A,4.80349345,35.80786026,0.0,57.31441048
T738B,1.861832435,31.50416463,5.634492896,55.41401274
M738C,0.0,11.47327249,11.47327249,64.40677966
R718J,8.926553672,28.70056497,2.259887006,57.40112994
C718F,5.5675920258823535,18.249892268470585,3.895335049352941,68.51407904647058
T729B,14.785218628892856,3.8228094491190476,2.2373889785357144,71.08469325244047
T729A,14.86199575,3.609341826,2.229299363,71.23142251
R729B,9.085752865902439,5.0776691103317075,4.1014286638,74.82952111917074
R729R,6.157965194,26.17135207,2.008032129,63.58768407
R729E,21.55207077,39.20386007,9.288299156,28.58866104
R729U,21.55207077,39.20386007,9.288299156,28.58866104
R729G,21.55207077,39.20386007,9.288299156,28.58866104
R729F,14.861995750000002,3.609341826,2.229299363,71.23142251
T729E,14.86199575,3.609341826,2.229299363,71.23142251
T729C,21.127304102063494,36.94389065768254,8.840108692952382,31.29613795873016
C820C,1.061571125,81.48627554685716,6.016643567428572,7.241417536857143
R729O,21.55207077,39.20386007,9.288299156,28.58866104
A739A,1.527812631888889,66.09865060555556,13.880959925703703,15.70080804911111
R729N,0.417469493,54.49582531,28.19524727,15.542710339999998
R820A,0.20323594877237047,61.164754733139716,7.979955917045526,27.049378827866565
R729J,0.417469493,54.49582531,28.19524727,15.54271034
R729Q,6.043928801518518,27.163850230555553,2.0993532340925927,62.65632650314815
C739F,5.2358991031578945,62.225836654210525,7.554554697789474,13.704744713263159
R729H,21.55207077,39.20386007,9.288299156,28.58866104
T729G,0.41746949299999997,54.495825309999994,28.195247269999996,15.542710340000001
T729D,0.4174694930000001,54.49582531,28.19524727,15.54271034
R729K,0.0,79.76625273999998,6.939371804,13.29437546
T729F,0.417469493,54.49582531,28.195247269999996,15.54271034
R729L,2.519525422881356,42.731671553559316,15.98878566179661,35.74170303237288
C739A,3.939903039166667,51.94716443666667,25.044089251,17.717035456666668
R739E,2.3768954872580643,58.49591934064516,10.020167731612903,18.160473895483868
R729S,2.32172471,64.59369818,7.711442786,11.35986733
C820D,0.302877334625,86.60808513208333,6.081926623208333,5.9282700772500005
T739E,2.52293578,42.35474006,16.13149847,36.16207951
R830B,2.37758707680625,49.892364813625,29.62077234075,17.4901124716625
T737B,1.152073733,68.8172043,0.0,23.88632873
A737A,1.152073733,68.8172043,0.0,23.88632873
C738G,1.152073733,68.8172043,0.0,23.88632873
M737B,1.1520737329999997,68.8172043,0.0,23.88632873
C748A,6.961859106354166,34.885836943125,3.4317088038541663,49.192351351875004
M737A,1.152073733,68.8172043,0.0,23.88632873
C737B,1.152073733,68.8172043,0.0,23.88632873
C747I,34.10672854,30.9579052,1.491547895,31.15677826
T737A,34.10672854,30.957905200000003,1.491547895,31.156778259999996
A747B,34.10672854,30.9579052,1.491547895,31.15677826
D747A,34.10672854,30.9579052,1.491547895,31.15677826
M738D,1.152073733,68.8172043,0.0,23.88632873
M738B,1.152073733,68.8172043,0.0,23.88632873
M738A,1.152073733,68.8172043,0.0,23.88632873
C738H,1.1520737329999997,68.8172043,0.0,23.88632873
C738B,2.525832377,10.907003440000002,35.82089552,40.87256028
C738C,3.199780464333333,41.407281313333336,19.01380752,32.57934164
C738F,1.152073733,68.8172043,0.0,23.88632873
C738E,2.525832377,10.90700344,35.82089552,40.87256028
C738D,2.608570968636364,18.272817217272728,31.960980619636363,38.623011197854545
C739C,2.525832377,10.90700344,35.82089552,40.87256028
M748A,,,,
R739D,2.9634097819365075,58.5202524273545,9.956556848571429,22.353018182328043
T739G,2.32172471,64.59369818,7.711442785999999,11.35986733
R840A,3.968641049654288,30.552228727992926,9.230536362660478,50.383549570109636
T739D,3.2694479524399997,58.4034013946,9.972522958519999,24.676702022199997
C739D,1.6989527554117647,65.09224375647058,16.238840345058826,15.215281068352942
T739B,0.0,95.77384352,0.0,4.226156482
D739A,0.0,95.77384352,0.0,4.226156482
R739B,13.099218090624998,33.899195940481924,14.94985224937952,35.01154843985241
R739A,0.0,95.77384352,0.0,4.226156482
R830H,2.423018677,49.01564866,30.186774359999998,17.74356386
C739E,1.9384149416,58.367287632,24.149419488,15.0400823844
ARTPD,3.8092958802499997,47.784312854999996,23.3704924565,23.566637037499998
T739J,3.5367545079999996,56.65742025000001,10.61026352,28.43273232
M739B,0.0,95.77384352,0.0,4.226156482
R830I,2.4230186769999995,49.01564866,30.186774359999998,17.74356386
T830D,2.423018677,49.01564866,30.186774360000005,17.74356386
C739I,2.8291090163,24.632128483,28.25770592,37.140611892
T739I,2.423018677,49.01564865999999,30.18677436,17.74356386
T739A,2.423018677,49.01564866,30.186774360000005,17.74356386
C830A,1.907618504090909,54.47967666181818,27.18960395272727,14.187716285727271
C830E,4.327096093836363,51.61121760763636,25.53763564290909,16.497598980981817
T739F,2.525832377,10.907003440000002,35.82089552,40.87256028
R739C,21.79824561,39.69298246,0.0,37.93859649
R830D,21.79824561,39.69298246,0.0,37.93859649
T830A,21.79824561,39.69298246,0.0,37.93859649
T739C,21.79824561,39.69298246,0.0,37.93859649
T739K,21.79824561,39.69298246,0.0,37.93859649
M739A,,,,
T830E,17.744219386344085,38.084568786881725,2.95816312172043,39.604674158817204
A840C,12.37263464,35.95342067,6.877729258,41.81222707
C747G,34.10672854,30.957905199999995,1.491547895,31.15677826
R747W,34.10672854,30.9579052,1.491547895,31.15677826
R747C,34.10672854,30.9579052,1.491547895,31.15677826
T747D,34.10672854,30.9579052,1.491547895,31.15677826
R747A,34.10672854,30.9579052,1.491547895,31.15677826
T747B,34.10672854,30.9579052,1.491547895,31.15677826
T747A,16.76085218579439,26.84012027275701,10.526933288820093,43.26327132091121
C747E,34.10672854,30.9579052,1.491547895,31.15677826
C747D,34.10672854,30.9579052,1.491547895,31.15677826
A747A,34.10672854,30.9579052,1.491547895,31.15677826
C747B,34.10672854,30.957905200000003,1.491547895,31.15677826
M747B,34.10672854,30.9579052,1.491547895,31.15677826
M747A,34.10672854,30.9579052,1.491547895,31.156778259999996
C747F,34.10672854,30.957905199999995,1.491547895,31.15677826
C748B,16.106337428235292,27.078582737058824,10.144402443,43.851220579999996
A757A,14.916501014999998,28.0761026275,8.41292299525,45.107844942499995
C747C,34.10672854,30.9579052,1.491547895,31.15677826
C758C,12.323267806666665,30.25018444,4.639185737333333,47.84664163
R747E,16.47244094,26.771653539999996,10.67716535,43.46456693
C757A,18.8337335715,30.141049667363635,2.565286194181818,44.180002313181824
C757B,16.47244094,26.77165354,10.67716535,43.46456693
R747D,16.47244094,26.77165354,10.67716535,43.46456693
C748C,10.24868124,31.98944989,1.620195931,50.03767898
C748D,10.24868124,31.989449889999996,1.620195931,50.03767898
R748A,10.24868124,31.98944989,1.620195931,50.03767898
C840C,12.37263464,35.95342067,6.877729258,41.81222707
R840H,12.37263464,35.95342067,6.877729258,41.81222707
T840C,12.37263464,35.95342067,6.877729258,41.81222707
R749E,12.37263464,35.95342067,6.877729258,41.81222707
T840D,0.0,21.01865136,0.0,72.30989957
C749A,5.097164831258064,26.348341702903227,0.8789270691290322,61.183117991290324
M749B,0.0,21.01865136,0.0,72.30989957
C749D,1.79839429098,21.412713169,1.2999657569199998,67.5500489306
T749A,0.0,21.01865136,0.0,72.30989957
A759A,3.9634146337500002,27.83027491875,8.474788199375,55.72350067125
R840M,0.0,21.01865136,0.0,72.30989957
C749B,10.24868124,31.98944989,1.620195931,50.03767898
T749C,10.24868124,31.98944989,1.620195931,50.03767898
M749A,0.0,21.01865136,0.0,72.30989957
T749B,10.24868124,31.989449889999996,1.6201959310000003,50.03767898000001
R749B,10.099511488225,31.73164049375,1.653286037175,50.323311492500004
R840J,4.281891169,21.67707404,2.943800178,61.46297948
C749E,0.5838942503181818,29.90290673181818,9.969622745454545,52.701478776363636
C840A,6.0171737895833335,31.636930921527778,8.42739795413889,50.390630870694444
C759A,10.24868124,31.98944989,1.6201959310000003,50.03767898
T840F,0.0,38.58490566,24.62264151,32.83018868
C759B,4.562925540425001,30.260875752699995,14.313928614549999,47.8000043015
R749C,10.24868124,31.98944989,1.620195931,50.03767898000001
C749C,4.281891169,21.67707404,2.943800178,61.46297948
R840W,0.0,38.58490566,24.622641509999998,32.83018868
R759A,0.0,38.58490566,24.62264151,32.83018868
T757C,16.47244094,26.77165354,10.67716535,43.46456693
R757A,8.977337035,40.35735824708333,3.081225564525,43.20294138325001
C757C,16.47244094,26.77165354,10.67716535,43.46456693
T757D,16.47244094,26.77165354,10.67716535,43.464566930000004
T758C,10.24868124,31.989449890000003,1.620195931,50.03767898
C758B,9.98038079882353,33.413079954705886,1.7733077915882354,48.97864104941177
R759B,10.24868124,31.98944989,1.620195931,50.03767898
T758A,9.895933717517984,33.86116495708633,1.821499474327338,48.645310765503595
T757O,10.24868124,31.98944989,1.620195931,50.03767898
T758D,9.309229247462687,36.97427993746269,2.156315968223881,46.329465569313435
T759C,0.0,44.66279589,6.208128629,39.88387673
R758A,7.9681274900000005,44.09030544,2.921646746,41.03585657
R759G,0.0,44.66279589,6.208128629,39.88387673
T758T,7.968127489999999,44.09030544000001,2.921646746,41.03585657
C758E,0.0,44.66279589,6.208128629,39.88387673
R850A,10.56910569,26.59698026,2.113821138,57.97909408000001
R759F,10.24868124,31.98944989,1.620195931,50.03767898
R759C,4.281891169,21.67707404,2.943800178,61.46297948000001
R759D,4.281891169,21.67707404,2.943800178,61.46297948
R850E,10.56910569,26.59698026,2.113821138,57.97909408
R759E,2.989198695,40.96640330666667,4.869981592083333,42.84540238625
T759B,0.0,44.66279589,6.208128629,39.88387673
C759C,1.577538851736842,32.67559349631579,15.666515078157895,43.75035834578947
M759A,4.281891169,21.67707404,2.9438001779999996,61.462979479999994
T759A,4.281891169,21.67707404,2.943800178,61.46297948
R759H,10.56910569,26.59698026,2.113821138,57.97909408
T850B,10.56910569,26.59698026,2.113821138,57.97909408
R769A,4.577897445502924,12.508449943064328,4.9449620239309935,74.88125380604679
T769H,0.0,44.66279589,6.208128629,39.88387673
R769C,2.038762315584538,4.806662910697978,14.376948716091762,78.77672438622832
T769D,2.912621359,13.03744799,2.357836338,75.17337032
R769D,2.9126213589999996,13.037447989999999,2.357836338,75.17337032000002
T769B,2.031694433,4.794798862,14.384396589999998,78.78911012
T769A,11.81364393,21.21464226,4.076539101,61.64725458
R769E,2.031694433,4.794798862,14.38439659,78.78911012
T769C,11.81364393,21.21464226,4.076539101,61.64725458
T769G,11.81364393,21.21464226,4.076539101,61.64725458
R769M,11.81364393,21.21464226,4.076539101,61.64725458
R769K,2.912621359,13.03744799,2.357836338,75.17337032
R769B,11.81364393,21.21464226,4.076539101,61.64725458
R769N,11.813643929999998,21.21464226,4.076539101,61.647254579999995
R769V,11.81364393,21.21464226,4.076539101,61.647254579999995
T779A,11.81364393,21.214642259999998,4.076539101,61.64725458
R779C,11.81364393,21.21464226,4.076539101,61.64725458
R779H,11.81364393,21.21464226,4.076539101,61.64725458
R779B,11.81364393,21.21464226,4.076539101,61.64725458
R779A,11.683385063107316,21.094976002390247,4.0513873532487805,61.84519773717073
R800B,11.43912595732949,11.327816401151564,1.5979117843311368,70.59843231349258
R800E,8.149171271,8.908839779,0.0,82.11325967
R800C,9.739743342847751,11.92294470950519,0.1043554677231834,74.70020983207613
R800D,8.149171271,8.908839779,0.0,82.11325967
R800G,14.19753086,20.37037037,0.396825397,53.92416226
C800F,4.895700296551724,10.54150702437931,54.75752599724137,18.59453871034483
R800A,14.19753086,20.37037037,0.396825397,53.92416226
C800G,4.9984213805,41.403313114,9.3736266437,40.469836607000005
C811C,14.118228131764706,10.049291586705882,1.8700072620588235,66.8717517717647
T800A,3.072870939,0.0,3.248463565,85.95258999
T810A,0.0,41.46505376,27.62096774,30.91397849
,,,,
T810C,14.19753086,20.37037037,0.396825397,53.92416226
R801C,10.9975326,12.19598167,0.0,70.46175538
A801A,10.9975326,12.19598167,0.0,70.46175538
R801I,10.9975326,12.19598167,0.0,70.46175538000001
R801F,10.9975326,12.19598167,0.0,70.46175538
R801B,10.9975326,12.19598167,0.0,70.46175538
R801L,10.9975326,12.19598167,0.0,70.46175538
R801K,10.9975326,12.19598167,0.0,70.46175538
R801H,10.9975326,12.195981670000002,0.0,70.46175538
R801J,10.9975326,12.195981670000002,0.0,70.46175538
R801A,10.9975326,12.195981669999998,0.0,70.46175538
R801G,10.9975326,12.19598167,0.0,70.46175538
R801D,10.9975326,12.19598167,0.0,70.46175538
R801M,10.9975326,12.19598167,0.0,70.46175538
R801E,13.803535775974842,3.616950745194969,2.6559170395220124,75.47226191773585
C802A,3.3944838143148144,16.20625619913889,15.323023238388888,60.607941675
R803A,0.0,6.994047619,18.75,69.64285714
R802A,6.420545746,3.531300161,0.0,85.71428571
R802B,7.406131507867102,19.480832277440086,6.5802458081525055,63.825973132919394
T802A,5.090595341,10.00862813,5.522001726,77.82571182
A802A,4.292328779,18.0415743355,21.23534716,54.263815535
D802A,6.420545746,3.5313001609999994,0.0,85.71428571
R803C,2.2846015009586775,15.152261589504132,2.135490802504132,64.13874252809917
R814D,1.35451151552809,8.796350166320224,7.130627272421348,69.7736529888764
T803A,0.0,6.848112379,3.511852502,84.98683055
R803B,2.490421456,15.90038314,2.011494253,62.26053639999999
M803A,0.0,6.994047619,18.75,69.64285714
R803F,0.0,7.452810887285047,3.1344104106635515,85.25968490448597
R803E,0.04331167749565217,11.213055971243477,0.859504400521739,86.49012053452174
R803G,0.0,9.636582809636126,5.9032209032827225,84.20071405298428
T803B,2.490421456,15.90038314,2.011494253,62.2605364
R803D,0.0,9.520594193,6.144496962,84.06482107
M803B,0.0,6.994047619,18.75,69.64285714
R813A,0.09437141894314381,15.188726089327758,3.96973828438796,75.41190736528428
T804C,0.0,24.72783826,17.41835148,55.98755831999999
R804A,0.4686313400671785,17.587011169616122,10.043525508310939,65.09364538053742
R804C,0.0,24.763710376666666,14.990731668888888,58.361677431111104
R816C,0.5804297132082819,25.163381628290484,9.50361823171261,60.758333924091474
T804B,0.0,24.72783826,17.41835148,55.98755832
R804B,0.0,24.757749274926468,15.39414496102941,57.96715469647059
C814A,0.43405676120000003,16.03670711,9.902504233699998,65.006775702
R805A,0.0,24.79240807,13.04863582,60.26097272
R815D,0.0,24.79240807,13.04863582,60.26097272
R816B,0.1080766674749164,6.035357137491639,0.0,87.48848088123745
R817E,0.117508813,2.23266745,0.0,92.00940071
R817B,0.0,2.479338843,0.0,91.94214876
R810F,0.0,41.46505376,27.62096774,30.91397849
C810H,0.5158730158333333,42.09693420083334,26.231918840833334,31.155273933333334
R810E,0.0,41.46505376,27.62096774,30.91397849
R810D,0.0,41.46505376,27.62096774,30.913978489999998
T810D,22.3880597,32.46268657,3.731343284,29.85074627
D810A,22.3880597,32.46268657,3.731343284,29.850746269999995
C810A,22.388059700000003,32.46268657,3.731343284,29.85074627
A810B,8.432941792571429,30.329466644285713,25.270306115428575,31.736188684285715
C810C,6.545274323156627,20.928689896819275,27.080130323325303,39.51858231144578
T810E,0.0,41.46505376,27.620967740000005,30.91397849
T810F,0.0,41.46505376,27.620967739999998,30.91397849
R810C,0.0,41.46505376,27.62096774,30.91397849
C810I,0.894332652888889,35.40020366888889,23.913226682222223,39.46172274777778
M810H,22.3880597,32.46268657,3.731343284,29.85074627
C810F,13.342589714875,24.68865126,12.41993324575,42.89524873
C810B,5.497216224307692,7.319617128461539,0.24796876646153845,77.18033558153846
C811B,14.40329218,1.7832647459999997,3.2235939640000004,76.54320988
T811A,14.403292179999998,1.783264746,3.223593964,76.54320988
R811C,14.403292179999998,1.783264746,3.223593964,76.54320988
M810L,0.0,41.46505376,27.62096774,30.91397849
